year,party,word,count
1989,Con,professionals,1
1989,Con,promoters,1
1989,Con,prosecuting,1
1989,Con,prosecution,2
1989,Con,protection,1
1989,Con,public,5
1989,Con,publication,1
1989,Con,railways,1
1989,Con,reasons,1
1989,Con,record,1
1989,Con,recourse,1
1989,Con,redress,4
1989,Con,reference,1
1989,Con,referral,1
1989,Con,refugee,1
1989,Con,registered,1
1989,Con,rejection,1
1989,Con,remand,1
1989,Con,remote,1
1989,Con,reply,72
1989,Con,repurchase,1
1989,Con,residence,7
1989,Con,return,1
1989,Con,review,1
1989,Con,right,3
1989,Con,sake,1
1989,Con,same,1
1989,Con,sanctuary,1
1989,Con,scheme,1
1989,Con,self,3
1989,Con,senior,1
1989,Con,sequestration,1
1989,Con,service,1
1989,Con,settlement,1
1989,Con,silence,8
1989,Con,six,1
1989,Con,small,1
1989,Con,so,1
1989,Con,society,1
1989,Con,solicitors,1
1989,Con,some,1
1989,Con,someone,1
1989,Con,staff,1
1989,Con,state,1
1989,Con,statutory,1
1989,Con,sterling,1
1989,Con,strikers,2
1989,Con,suspects,1
1989,Con,taxpayers,1
1989,Con,television,1
1989,Con,tenants,2
1989,Con,terrestrial,1
1989,Con,their,1
1989,Con,thousands,1
1989,Con,three,1
1989,Con,trade,4
1989,Con,transport,1
1989,Con,unborn,2
1989,Con,united,3
1989,Con,unknown,1
1989,Con,up,1
1989,Con,veto,1
1989,Con,victim,1
1989,Con,victims,1
1989,Con,viewer,1
1989,Con,villages,1
1989,Con,violence,1
1989,Con,voluntary,1
1989,Con,voters,1
1989,Con,wales,1
1989,Con,water,1
1989,Con,way,10
1989,Con,welsh,1
1989,Con,women,5
1989,Con,work,1
1989,Con,workers,5
1989,Con,working,1
1989,Con,you,1
1989,DUP,anyone,1
1989,DUP,every,1
1989,DUP,human,1
1989,DUP,nationalist,1
1989,DUP,northern,1
1989,DUP,people,1
1989,DUP,secretary,3
1989,DUP,secular,1
1989,Lab,130,1
1989,Lab,16,1
1989,Lab,21,1
1989,Lab,70,1
1989,Lab,800,1
1989,Lab,abode,49
1989,Lab,abolition,1
1989,Lab,access,47
1989,Lab,accountants,1
1989,Lab,action,1
1989,Lab,adult,1
1989,Lab,advocacy,1
1989,Lab,an,6
1989,Lab,animals,1
1989,Lab,any,4
1989,Lab,anyone,1
1989,Lab,appeal,25
1989,Lab,association,3
1989,Lab,asylum,2
1989,Lab,audience,1
1989,Lab,authorised,1
1989,Lab,authority,2
1989,Lab,automatic,1
1989,Lab,back,5
1989,Lab,banks,1
1989,Lab,benefit,1
1989,Lab,bill,1
1989,Lab,bishops,1
1989,Lab,board,1
1989,Lab,bosses,1
1989,Lab,britain,3
1989,Lab,british,10
1989,Lab,cambodian,3
1989,Lab,carers,1
1989,Lab,casual,1
1989,Lab,child,18
1989,Lab,children,15
1989,Lab,chinese,1
1989,Lab,christmas,1
1989,Lab,churches,1
1989,Lab,citizen,3
1989,Lab,citizens,5
1989,Lab,citizenship,1
1989,Lab,civil,2
1989,Lab,co,1
1989,Lab,committee,1
1989,Lab,common,1
1989,Lab,compensation,2
1989,Lab,complaint,1
1989,Lab,conservative,5
1989,Lab,consultation,1
1989,Lab,consulting,1
1989,Lab,consumer,3
1989,Lab,consumers,3
1989,Lab,control,2
1989,Lab,council,3
1989,Lab,councillors,1
1989,Lab,councils,1
1989,Lab,courts,1
1989,Lab,data,1
1989,Lab,debate,1
1989,Lab,deceased,1
1989,Lab,department,1
1989,Lab,derogation,2
1989,Lab,detaining,1
1989,Lab,disabled,4
1989,Lab,each,1
1989,Lab,eastern,1
1989,Lab,elderly,1
1989,Lab,electorate,1
1989,Lab,electors,3
1989,Lab,employed,1
1989,Lab,employees,8
1989,Lab,employer,2
1989,Lab,employment,1
1989,Lab,entry,10
1989,Lab,europe,1
1989,Lab,every,4
1989,Lab,everybody,2
1989,Lab,everyone,3
1989,Lab,examining,2
1989,Lab,executive,1
1989,Lab,exemption,1
1989,Lab,existing,4
1989,Lab,fascism,1
1989,Lab,financial,1
1989,Lab,five,1
1989,Lab,football,1
1989,Lab,foster,1
1989,Lab,franchise,1
1989,Lab,franchises,1
1989,Lab,franchising,1
1989,Lab,free,5
1989,Lab,freedom,1
1989,Lab,german,1
1989,Lab,government,3
1989,Lab,gp,1
1989,Lab,grandparents,6
1989,Lab,handicapped,1
1989,Lab,her,1
1989,Lab,him,4
1989,Lab,home,4
1989,Lab,hon,22
1989,Lab,hospitals,1
1989,Lab,house,16
1989,Lab,human,212
1989,Lab,indians,1
1989,Lab,individual,13
1989,Lab,individuals,13
1989,Lab,information,1
1989,Lab,inquiry,1
1989,Lab,insiders,1
1989,Lab,inspection,1
1989,Lab,interpretation,1
1989,Lab,interrogation,1
1989,Lab,ireland,1
1989,Lab,israel,1
1989,Lab,israeli,1
1989,Lab,its,5
1989,Lab,jewish,1
1989,Lab,job,1
1989,Lab,journalists,1
1989,Lab,juries,1
1989,Lab,kurds,1
1989,Lab,large,1
1989,Lab,levy,1
1989,Lab,liberty,1
1989,Lab,local,9
1989,Lab,low,2
1989,Lab,majority,1
1989,Lab,man,5
1989,Lab,management,1
1989,Lab,many,3
1989,Lab,members,7
1989,Lab,membership,2
1989,Lab,men,5
1989,Lab,minister,5
1989,Lab,ministers,2
1989,Lab,minorities,1
1989,Lab,mobility,1
1989,Lab,more,1
1989,Lab,most,1
1989,Lab,movement,2
1989,Lab,mr,2
1989,Lab,my,2
1989,Lab,nation,1
1989,Lab,national,1
1989,Lab,native,1
1989,Lab,normal,1
1989,Lab,occupation,1
1989,Lab,officers,1
1989,Lab,once,1
1989,Lab,one,1
1989,Lab,ordinary,3
1989,Lab,other,1
1989,Lab,others,1
1989,Lab,our,3
1989,Lab,overheated,1
1989,Lab,palace,1
1989,Lab,parental,1
1989,Lab,parents,7
1989,Lab,parliament,4
1989,Lab,past,2
1989,Lab,people,33
1989,Lab,petition,2
1989,Lab,petitioning,1
1989,Lab,political,1
1989,Lab,pregnancy,1
1989,Lab,present,1
1989,Lab,prime,1
1989,Lab,prisoners,1
1989,Lab,privacy,10
1989,Lab,private,2
1989,Lab,privy,1
1989,Lab,procedure,1
1989,Lab,professional,1
1989,Lab,promotion,1
1989,Lab,proper,1
1989,Lab,protest,6
1989,Lab,psa,1
1989,Lab,public,2
1989,Lab,recall,1
1989,Lab,recovery,2
1989,Lab,redress,2
1989,Lab,reference,1
1989,Lab,refuge,1
1989,Lab,reply,66
1989,Lab,representation,6
1989,Lab,residence,1
1989,Lab,rich,1
1989,Lab,savers,1
1989,Lab,schools,1
1989,Lab,scotland,2
1989,Lab,scrutiny,2
1989,Lab,secretary,3
1989,Lab,security,3
1989,Lab,senior,1
1989,Lab,seven,1
1989,Lab,severely,1
1989,Lab,shareholders,1
1989,Lab,short,1
1989,Lab,silence,1
1989,Lab,six,1
1989,Lab,social,2
1989,Lab,society,1
1989,Lab,solidarity,1
1989,Lab,some,1
1989,Lab,someone,1
1989,Lab,species,1
1989,Lab,spouses,1
1989,Lab,state,2
1989,Lab,stg,2
1989,Lab,such,1
1989,Lab,supply,1
1989,Lab,suspects,1
1989,Lab,tax,1
1989,Lab,teachers,3
1989,Lab,temporary,1
1989,Lab,tenants,2
1989,Lab,that,1
1989,Lab,their,3
1989,Lab,themselves,1
1989,Lab,thousands,2
1989,Lab,trade,7
1989,Lab,trustees,1
1989,Lab,two,2
1989,Lab,unimpeded,2
1989,Lab,united,1
1989,Lab,user,1
1989,Lab,users,1
1989,Lab,veto,3
1989,Lab,viewers,2
1989,Lab,voters,1
1989,Lab,water,1
1989,Lab,way,18
1989,Lab,ways,1
1989,Lab,welsh,1
1989,Lab,what,1
1989,Lab,where,1
1989,Lab,which,4
1989,Lab,whom,1
1989,Lab,wife,1
1989,Lab,women,4
1989,Lab,work,1
1989,Lab,workers,18
1989,Lab,working,3
1989,Lab,you,1
1989,Lab,young,5
1989,Lab,â,1
1989,LibDem,1689,1
1989,LibDem,abode,9
1989,LibDem,access,21
1989,LibDem,action,1
1989,LibDem,an,2
1989,LibDem,appeal,5
1989,LibDem,application,1
1989,LibDem,back,1
1989,LibDem,british,3
1989,LibDem,carers,1
1989,LibDem,charities,1
1989,LibDem,children,1
1989,LibDem,choice,1
1989,LibDem,citizen,3
1989,LibDem,citizens,1
1989,LibDem,clergy,1
1989,LibDem,confidential,1
1989,LibDem,defendants,1
1989,LibDem,development,1
1989,LibDem,each,1
1989,LibDem,employees,1
1989,LibDem,ethnic,1
1989,LibDem,every,1
1989,LibDem,final,1
1989,LibDem,free,1
1989,LibDem,freedom,1
1989,LibDem,him,1
1989,LibDem,home,1
1989,LibDem,hon,1
1989,LibDem,hong,1
1989,LibDem,human,60
1989,LibDem,independent,1
1989,LibDem,individual,3
1989,LibDem,individuals,2
1989,LibDem,infringing,1
1989,LibDem,judicial,1
1989,LibDem,local,1
1989,LibDem,males,1
1989,LibDem,member,1
1989,LibDem,minister,2
1989,LibDem,non,1
1989,LibDem,ordinary,1
1989,LibDem,our,1
1989,LibDem,patients,1
1989,LibDem,people,5
1989,LibDem,police,1
1989,LibDem,political,1
1989,LibDem,privacy,3
1989,LibDem,property,1
1989,LibDem,public,3
1989,LibDem,referral,2
1989,LibDem,scotland,1
1989,LibDem,security,1
1989,LibDem,staff,1
1989,LibDem,students,1
1989,LibDem,that,1
1989,LibDem,university,1
1989,LibDem,urban,1
1989,LibDem,way,2
1989,LibDem,women,3
1989,LibDem,workers,1
1989,LibDem,young,1
1989,LibDem,your,1
1989,PlaidCymru,access,1
1989,PlaidCymru,advocacy,1
1989,PlaidCymru,individual,2
1989,PlaidCymru,parents,1
1989,PlaidCymru,potential,1
1989,PlaidCymru,women,1
1989,SDLP,child,2
1989,SDLP,human,9
1989,SDLP,individuals,1
1989,SDLP,north,1
1989,SDLP,people,1
1989,SDLP,sitting,1
1989,SDP,abode,1
1989,SDP,appeal,1
1989,SDP,entry,3
1989,SDP,government,1
1989,SDP,house,1
1989,SDP,human,3
1989,SDP,patients,1
1989,SDP,publishers,1
1989,SNP,abode,5
1989,SNP,employees,1
1989,SNP,future,1
1989,SNP,government,1
1989,SNP,human,2
1989,SNP,individuals,1
1989,SNP,most,1
1989,SNP,people,2
1989,SNP,residence,1
1989,SNP,travellers,1
1989,UPUP,hon,1
1989,UPUP,people,2
1989,UPUP,united,1
1989,UUP,advocacy,1
1989,UUP,and,1
1989,UUP,any,1
1989,UUP,british,2
1989,UUP,foreigners,1
1989,UUP,full,1
1989,UUP,human,5
1989,UUP,offences,1
1989,UUP,parents,1
1989,UUP,self,1
1989,UUP,workers,1
1990,Con,1,1
1990,Con,15,1
1990,Con,1990s,1
1990,Con,abode,35
1990,Con,absent,1
1990,Con,access,23
1990,Con,accountants,1
1990,Con,accused,1
1990,Con,action,7
1990,Con,administration,1
1990,Con,an,2
1990,Con,another,2
1990,Con,any,4
1990,Con,anyone,1
1990,Con,appeal,39
1990,Con,appearance,1
1990,Con,arrest,1
1990,Con,atrocities,1
1990,Con,audience,56
1990,Con,auditing,1
1990,Con,authorities,1
1990,Con,back,7
1990,Con,baltic,1
1990,Con,banks,1
1990,Con,being,2
1990,Con,beneficiaries,1
1990,Con,board,1
1990,Con,both,2
1990,Con,britain,2
1990,Con,british,3
1990,Con,burden,1
1990,Con,business,1
1990,Con,buyers,1
1990,Con,car,1
1990,Con,cardiff,1
1990,Con,central,1
1990,Con,charter,1
1990,Con,child,16
1990,Con,children,3
1990,Con,chinese,1
1990,Con,choice,3
1990,Con,citizen,1
1990,Con,citizens,1
1990,Con,citizenship,2
1990,Con,collecting,1
1990,Con,collective,2
1990,Con,committee,1
1990,Con,community,1
1990,Con,complaint,1
1990,Con,computer,1
1990,Con,conscience,2
1990,Con,constituents,2
1990,Con,consultation,1
1990,Con,consumer,5
1990,Con,consumers,2
1990,Con,contracting,1
1990,Con,control,1
1990,Con,councils,1
1990,Con,countries,1
1990,Con,country,1
1990,Con,courts,1
1990,Con,crime,1
1990,Con,debate,1
1990,Con,decision,1
1990,Con,defendants,1
1990,Con,department,1
1990,Con,dependants,1
1990,Con,developing,1
1990,Con,different,1
1990,Con,disabled,1
1990,Con,disposal,2
1990,Con,district,1
1990,Con,donor,1
1990,Con,early,2
1990,Con,employees,1
1990,Con,emu,1
1990,Con,entry,16
1990,Con,essex,1
1990,Con,european,2
1990,Con,every,3
1990,Con,everyone,2
1990,Con,excluding,1
1990,Con,farmers,2
1990,Con,female,1
1990,Con,final,1
1990,Con,financial,1
1990,Con,first,3
1990,Con,foetus,1
1990,Con,free,3
1990,Con,freedom,1
1990,Con,full,2
1990,Con,future,4
1990,Con,general,1
1990,Con,german,1
1990,Con,government,8
1990,Con,health,3
1990,Con,her,1
1990,Con,him,3
1990,Con,his,1
1990,Con,hon,8
1990,Con,hot,1
1990,Con,house,11
1990,Con,housing,1
1990,Con,human,256
1990,Con,humans,1
1990,Con,immigration,1
1990,Con,important,1
1990,Con,income,1
1990,Con,independence,1
1990,Con,individual,24
1990,Con,individuals,7
1990,Con,information,2
1990,Con,initiation,1
1990,Con,inland,1
1990,Con,inspection,2
1990,Con,interest,1
1990,Con,interested,1
1990,Con,intervention,1
1990,Con,investors,1
1990,Con,israel,2
1990,Con,it,2
1990,Con,its,1
1990,Con,junior,1
1990,Con,kings,1
1990,Con,kuwait,1
1990,Con,labour,1
1990,Con,large,1
1990,Con,legally,1
1990,Con,legislation,1
1990,Con,legislature,1
1990,Con,local,7
1990,Con,long,1
1990,Con,majorities,1
1990,Con,majority,5
1990,Con,making,1
1990,Con,market,2
1990,Con,markets,1
1990,Con,member,2
1990,Con,members,4
1990,Con,ministers,1
1990,Con,minorities,2
1990,Con,minority,1
1990,Con,more,1
1990,Con,mother,1
1990,Con,movement,1
1990,Con,music,1
1990,Con,my,7
1990,Con,national,2
1990,Con,nato,1
1990,Con,next,1
1990,Con,non,2
1990,Con,northern,1
1990,Con,objection,1
1990,Con,occupancy,1
1990,Con,one,3
1990,Con,only,1
1990,Con,opposition,3
1990,Con,ordinary,2
1990,Con,other,2
1990,Con,others,3
1990,Con,our,5
1990,Con,owner,1
1990,Con,owners,1
1990,Con,ownership,1
1990,Con,palestinian,1
1990,Con,palestinians,3
1990,Con,parents,5
1990,Con,parliament,7
1990,Con,passage,3
1990,Con,patients,1
1990,Con,peaceful,2
1990,Con,people,25
1990,Con,peoples,3
1990,Con,person,1
1990,Con,persons,1
1990,Con,police,2
1990,Con,present,1
1990,Con,pressure,1
1990,Con,private,4
1990,Con,property,2
1990,Con,prosecution,2
1990,Con,protection,1
1990,Con,public,8
1990,Con,redress,2
1990,Con,referral,1
1990,Con,rejection,19
1990,Con,reply,7
1990,Con,representation,1
1990,Con,residence,20
1990,Con,rest,1
1990,Con,retaliation,1
1990,Con,romanian,1
1990,Con,scheme,2
1990,Con,search,9
1990,Con,secretary,2
1990,Con,secure,1
1990,Con,security,1
1990,Con,select,1
1990,Con,self,7
1990,Con,service,1
1990,Con,serving,1
1990,Con,settlement,1
1990,Con,shareholders,1
1990,Con,silence,4
1990,Con,society,1
1990,Con,soldiers,2
1990,Con,solicitors,1
1990,Con,some,1
1990,Con,sovereignty,1
1990,Con,soviet,1
1990,Con,spending,1
1990,Con,staff,1
1990,Con,sterling,2
1990,Con,street,3
1990,Con,students,1
1990,Con,subjects,1
1990,Con,suspects,1
1990,Con,taxpayer,1
1990,Con,teachers,3
1990,Con,tenants,1
1990,Con,terrorist,1
1990,Con,that,4
1990,Con,their,7
1990,Con,tibet,1
1990,Con,trade,7
1990,Con,traders,2
1990,Con,two,1
1990,Con,unborn,2
1990,Con,union,3
1990,Con,united,1
1990,Con,unofficial,1
1990,Con,use,1
1990,Con,users,1
1990,Con,vast,1
1990,Con,veto,8
1990,Con,victims,2
1990,Con,viewers,1
1990,Con,views,1
1990,Con,walkers,1
1990,Con,way,160
1990,Con,wheelchair,1
1990,Con,whole,1
1990,Con,withdrawal,1
1990,Con,women,3
1990,Con,years,1
1990,Con,young,2
1990,DUP,choice,1
1990,DUP,government,1
1990,DUP,human,5
1990,DUP,john,1
1990,DUP,objectors,1
1990,DUP,people,1
1990,Lab,abode,32
1990,Lab,aboriginal,1
1990,Lab,aborigines,1
1990,Lab,access,15
1990,Lab,action,1
1990,Lab,aids,1
1990,Lab,americans,1
1990,Lab,an,7
1990,Lab,any,3
1990,Lab,anybody,1
1990,Lab,anyone,1
1990,Lab,appeal,27
1990,Lab,asylum,3
1990,Lab,audience,31
1990,Lab,back,4
1990,Lab,bills,1
1990,Lab,birmingham,1
1990,Lab,both,1
1990,Lab,bp,1
1990,Lab,britain,2
1990,Lab,british,4
1990,Lab,central,1
1990,Lab,challenge,1
1990,Lab,change,1
1990,Lab,child,11
1990,Lab,choice,1
1990,Lab,citizen,1
1990,Lab,citizens,1
1990,Lab,citizenship,5
1990,Lab,civil,2
1990,Lab,civilian,1
1990,Lab,coal,1
1990,Lab,community,1
1990,Lab,companies,1
1990,Lab,conscience,1
1990,Lab,conservative,4
1990,Lab,consultation,3
1990,Lab,consumer,5
1990,Lab,consumers,5
1990,Lab,council,1
1990,Lab,crown,1
1990,Lab,debate,1
1990,Lab,decision,1
1990,Lab,defendants,1
1990,Lab,disabled,3
1990,Lab,dss,1
1990,Lab,each,1
1990,Lab,employees,3
1990,Lab,employers,1
1990,Lab,english,1
1990,Lab,entry,9
1990,Lab,ethnic,2
1990,Lab,every,6
1990,Lab,everybody,1
1990,Lab,everyone,1
1990,Lab,explanation,1
1990,Lab,families,2
1990,Lab,family,1
1990,Lab,fishermen,1
1990,Lab,foetus,2
1990,Lab,free,3
1990,Lab,future,1
1990,Lab,government,3
1990,Lab,green,1
1990,Lab,hearing,1
1990,Lab,helmut,1
1990,Lab,her,1
1990,Lab,him,3
1990,Lab,his,1
1990,Lab,hon,9
1990,Lab,hong,1
1990,Lab,house,12
1990,Lab,human,184
1990,Lab,income,1
1990,Lab,individual,12
1990,Lab,individuals,6
1990,Lab,industrial,1
1990,Lab,innocent,1
1990,Lab,invoking,1
1990,Lab,irish,1
1990,Lab,journalists,1
1990,Lab,kashmiri,1
1990,Lab,kurdish,2
1990,Lab,kuwaitis,1
1990,Lab,leader,1
1990,Lab,legal,1
1990,Lab,lloyd,1
1990,Lab,local,4
1990,Lab,majority,2
1990,Lab,many,1
1990,Lab,maternity,1
1990,Lab,matter,1
1990,Lab,matters,1
1990,Lab,members,8
1990,Lab,men,1
1990,Lab,millions,1
1990,Lab,minorities,2
1990,Lab,minority,3
1990,Lab,mobility,1
1990,Lab,more,1
1990,Lab,mortgagees,1
1990,Lab,mother,2
1990,Lab,mr,4
1990,Lab,muslims,1
1990,Lab,my,3
1990,Lab,nation,1
1990,Lab,national,3
1990,Lab,nationalities,1
1990,Lab,new,2
1990,Lab,next,1
1990,Lab,nine,1
1990,Lab,non,1
1990,Lab,northern,1
1990,Lab,occupational,1
1990,Lab,one,3
1990,Lab,opposition,5
1990,Lab,ordinary,2
1990,Lab,other,2
1990,Lab,others,3
1990,Lab,our,1
1990,Lab,paid,1
1990,Lab,palestinian,3
1990,Lab,palestinians,3
1990,Lab,parents,2
1990,Lab,parliament,6
1990,Lab,parliamentary,1
1990,Lab,part,2
1990,Lab,parties,1
1990,Lab,patients,3
1990,Lab,people,24
1990,Lab,permanent,1
1990,Lab,petitioners,3
1990,Lab,petitioning,1
1990,Lab,police,2
1990,Lab,politics,1
1990,Lab,poll,2
1990,Lab,poor,2
1990,Lab,poorer,1
1990,Lab,pregnant,1
1990,Lab,prison,1
1990,Lab,privacy,1
1990,Lab,private,1
1990,Lab,producers,1
1990,Lab,professional,1
1990,Lab,promoters,2
1990,Lab,proposals,1
1990,Lab,prosecution,1
1990,Lab,prostitute,1
1990,Lab,prostitutes,1
1990,Lab,protection,1
1990,Lab,protests,1
1990,Lab,pub,1
1990,Lab,public,2
1990,Lab,recognition,1
1990,Lab,recourse,2
1990,Lab,redress,2
1990,Lab,reparation,1
1990,Lab,reply,8
1990,Lab,representation,1
1990,Lab,residence,4
1990,Lab,residents,2
1990,Lab,rest,1
1990,Lab,reversion,2
1990,Lab,rich,1
1990,Lab,scottish,1
1990,Lab,second,1
1990,Lab,secretary,2
1990,Lab,security,1
1990,Lab,self,10
1990,Lab,settlement,1
1990,Lab,shareholders,1
1990,Lab,sheffield,1
1990,Lab,shopworkers,1
1990,Lab,silence,3
1990,Lab,small,4
1990,Lab,smaller,1
1990,Lab,smokers,1
1990,Lab,so,2
1990,Lab,solidarity,1
1990,Lab,some,1
1990,Lab,spanish,1
1990,Lab,staff,2
1990,Lab,standing,1
1990,Lab,street,1
1990,Lab,students,3
1990,Lab,succession,2
1990,Lab,such,3
1990,Lab,teachers,2
1990,Lab,tenants,4
1990,Lab,tenure,1
1990,Lab,that,1
1990,Lab,their,1
1990,Lab,today,1
1990,Lab,trade,9
1990,Lab,travelling,1
1990,Lab,unborn,4
1990,Lab,union,1
1990,Lab,veto,4
1990,Lab,victim,1
1990,Lab,voluntary,2
1990,Lab,voters,1
1990,Lab,wandsworth,2
1990,Lab,way,40
1990,Lab,which,4
1990,Lab,woman,2
1990,Lab,women,14
1990,Lab,workers,12
1990,Lab,working,3
1990,Lab,wrong,1
1990,Lab,years,1
1990,Lab,you,1
1990,Lab,young,1
1990,LibDem,abode,13
1990,LibDem,access,9
1990,LibDem,accused,1
1990,LibDem,an,1
1990,LibDem,appeal,11
1990,LibDem,audience,8
1990,LibDem,british,6
1990,LibDem,child,3
1990,LibDem,cir,1
1990,LibDem,citizens,1
1990,LibDem,complaint,1
1990,LibDem,corporations,1
1990,LibDem,country,1
1990,LibDem,deaf,2
1990,LibDem,entry,1
1990,LibDem,foetus,1
1990,LibDem,full,1
1990,LibDem,her,2
1990,LibDem,him,1
1990,LibDem,his,1
1990,LibDem,hon,2
1990,LibDem,house,2
1990,LibDem,human,13
1990,LibDem,its,1
1990,LibDem,juries,1
1990,LibDem,local,2
1990,LibDem,maintenance,1
1990,LibDem,members,2
1990,LibDem,minority,1
1990,LibDem,people,1
1990,LibDem,police,1
1990,LibDem,private,2
1990,LibDem,residence,3
1990,LibDem,scotland,2
1990,LibDem,scottish,3
1990,LibDem,scrutiny,1
1990,LibDem,secretary,1
1990,LibDem,someone,1
1990,LibDem,such,1
1990,LibDem,suspects,1
1990,LibDem,teachers,1
1990,LibDem,trades,1
1990,PlaidCymru,child,2
1990,PlaidCymru,donor,1
1990,PlaidCymru,human,2
1990,PlaidCymru,information,1
1990,PlaidCymru,lithuanian,1
1990,SDLP,human,1
1990,SDLP,rule,1
1990,SDP,few,1
1990,SDP,human,1
1990,SDP,many,1
1990,SNP,abode,3
1990,SNP,back,1
1990,SNP,goods,1
1990,SNP,human,1
1990,SNP,legally,1
1990,SNP,palestinian,1
1990,SNP,people,1
1990,SNP,self,2
1990,UPUP,appeal,3
1990,UPUP,elderly,1
1990,UPUP,ordinary,1
1990,UPUP,referral,1
1990,UPUP,whole,1
1990,UUP,access,1
1990,UUP,appeal,1
1990,UUP,british,1
1990,UUP,citizenship,1
1990,UUP,human,5
1990,UUP,industrial,1
1990,UUP,majority,1
1990,UUP,nations,1
1990,UUP,northern,1
1990,UUP,people,1
1990,UUP,persons,1
1990,UUP,silence,1
1990,UUP,united,2
1990,other,black,1
1990,other,people,1
1991,Con,1990s,1
1991,Con,1991,2
1991,Con,1992,1
1991,Con,50,1
1991,Con,access,8
1991,Con,accused,1
1991,Con,advances,1
1991,Con,an,5
1991,Con,another,1
1991,Con,anybody,1
1991,Con,anyone,1
1991,Con,appeal,50
1991,Con,arbitration,2
1991,Con,asylum,1
1991,Con,audience,1
1991,Con,authorised,1
1991,Con,authority,1
1991,Con,back,2
1991,Con,bank,1
1991,Con,banks,1
1991,Con,being,1
1991,Con,bill,1
1991,Con,board,1
